,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
0,,0.0,灰尘,2015,陈小雨 Xiaoyu Chen,",陈小雨 Xiaoyu Chen,魏晓波 Xiaobo Wei,李玉茹,陆宏旭",",剧情,爱情",",中国大陆","3,独立电影","2,大陆","1,爱情","1,灰尘","1,垃圾","1,中国","1,1",25960936
1,7.7,434.0,赤髪の白雪姫OAD,2016,安藤真裕 Masahiro Andô,",早见沙织 Saori Hayami,逢坂良太 Ryota Ohsaka,梅原裕一郎 Yuichiro Umehara,名塚佳织 Kaori Nazuka",",剧情,爱情,动画",",日本","52,动画","49,日本动画","46,OAD","43,动漫","40,日本","40,2016","30,爱情",26616294
2,5.9,119.0,断喉弩,2010,孙小光,",陈蓉,赵子惠,高云翔,徐黄丽",",剧情,战争",",中国大陆","10,抗战","8,电视剧","8,国产电视剧","8,中国","6,高云翔","5,断喉弩","5,2010",6037994
3,4.9,676.0,趕屍艷談,1991,吕宝 Mah Wu Tu,None,",恐怖,情色",",台湾","879,老A片赶尸艳谈","288,A片","251,情色","203,台湾","176,很想看","175,我要看","154,电影",4858343
4,6.2,222.0,ジーン・ワルツ,2011,大谷健太郎,",菅野美穂,田辺誠一,大森南朋,南果歩",",剧情",",日本","70,菅野美穂","70,日本电影","48,日本","37,菅野美穗","30,桐谷美玲","29,田边诚一","27,2011",4202985
5,6.4,161.0,痛苦的信仰,2012,胡涂,None,",纪录片",",中国大陆","77,纪录片","70,痛苦的信仰","43,摇滚","31,中国","21,音乐纪录片","18,短片","17,音乐",19931629
6,9.2,115.0,The Great British Bake Off,2014,None,",Mel Giedroyc,苏·帕金斯 Sue Perkins,Mary Berry,Paul Hollywood",",真人秀",",英国","31,美食","27,英国","24,真人秀","24,BBC","13,烘焙","8,Bake","7,综艺",25960942
7,7.7,141.0,大市·中国,2011,中国中央电视台财经频道,None,",纪录片",",中国大陆","104,纪录片","57,金融","52,中国","39,经济","32,股票","26,市场","22,历史",6037992
8,8.8,46238.0,Nのために,2014,冢原亚由子 Ayuko Tsukahara,",荣仓奈奈 Nana Eikura,洼田正孝 Masataka Kubota,贺来贤人 Kento Kaku,小出惠介 Keisuke Koide",",剧情,悬疑",",日本","12825,日剧","5102,悬疑","3946,日本","3225,窪田正孝","2987,贺来贤人","2691,榮倉奈々","2385,2014",25960944
9,6.1,333.0,웰컴 투더쇼,2011,None,",尼坤 Nichkhun,任瑟雍 Seulong Lim,雪莉,李智恩 IU",",喜剧",",韩国","69,Nichkhun","63,韩剧","40,任瑟雍","37,韩国","35,雪莉","28,独幕剧","19,iu",6038000
10,8.8,110.0,造物集,2015,左目,None,",短片",",中国大陆","41,手作","32,造物集","29,纪录片","21,清新","20,短片","18,温情","11,中国",26616302
11,6.5,4691.0,비밀은 없다,2016,李京美 Lee Kyoung-mi,None,",惊悚",",韩国","893,韩国","658,悬疑","510,犯罪","414,人性","356,惊悚","336,2016","300,政治",25960953
12,,0.0,Akai niku,1967,飛田良,None,None,",日本","19,日本","8,变态","7,电影","7,日本电影","5,1967","4,文艺","4,CULT",4071932
13,5.4,64998.0,芈月传,2015,郑晓龙 Xiaolong Zheng,",孙俪 Betty Sun,刘涛 Tao Liu,方中信 Alex Fong,黄轩 Xuan Huang",",剧情,古装",",中国大陆","5962,孙俪","5847,古装","4903,国产电视剧","4344,宫廷","4298,电视剧","3856,郑晓龙","2908,看过的电视剧",21766654
14,7.5,73.0,The 40th Annual People's Choice Awards,2014,Jeff Roe,None,None,",美国","15,美国","10,CBS","7,颁奖典礼","7,Awards.Show","7,2014","5,颁奖礼","4,Awards",25829887
15,5.6,56.0,너에게 나를 보낸다,1994,张善宇 Sun-Woo Jang,None,None,",韩国","32,韩国","30,情色","16,韩国电影","13,1994","12,张善宇","9,韩国张善宇","9,剧情",3285508
16,4.8,519.0,浮出水面的影子,2012,贾东朔 Dongshuo Jia,",沈傲君 Aojun Shen,张伟欣 Weixin Zhang,李佳 Jia Li,姜武 Wu Jiang",",剧情,悬疑,惊悚",",中国大陆","69,大陆","67,悬疑","66,心理","60,惊悚","40,中国","38,浮出水面的影子","38,中国电影",6038023
17,5.3,64.0,美好时光,2011,王唯,None,",剧情",",中国大陆","14,青春，舞蹈，励志","8,舞蹈","8,中国","6,大陆","5,美好时光","4,爱情","3,青春",6038028
18,6.7,2091.0,共喰い,2013,青山真治 Shinji Aoyama,",菅田将晖 Masaki Suda,木下美咲 Misaki Kinoshita,光石研 Ken Mitsuishi,田中裕子 Yûko Tanaka",",剧情",",日本","644,日本","252,2013","183,剧情","170,人性","124,情色","121,家庭","106,犯罪",10756638
