,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
0,8.5,2410.0,美しい人,1999,土井裕泰 Nobuhiro Doi,",田村正和 Masakazu Tamura,常盘贵子 Takako Tokiwa,大泽隆夫 Takao Ôsawa,內山理名 Rina Uchiyama",",剧情",",日本","1108,日剧","759,田村正和","537,常盘贵子","417,野岛伸司","285,日本","267,看过的电视剧","251,日语标签",3154687
1,7.4,421.0,遺留捜査2,2012,猪崎宣昭 Nobuaki Izaki,",上川隆也 Takaya Kamikawa,齐藤由贵 Yuki Saitô,八岛智人 Norito Yashima,田中哲司 Tetsushi Tanaka",",剧情,犯罪",",日本","161,日剧","88,上川隆也","59,推理","39,日本","32,12夏","28,犯罪","22,2012",10756867
2,7.4,660.0,爱情风暴美丽99,2004,冯凯 Kai Feng,",窦智孔 Bobby Dou,张惠春 Saya,张善为,赵宇绮",",剧情,爱情,家庭",",台湾","116,台剧","80,电视剧","74,窦智孔","65,台湾","52,爱情","48,台湾偶像剧","41,张惠春",3154688
3,5.8,181.0,Freetown,2015,Garrett Batty,None,",剧情,动作,惊悚",",美国,加纳","19,美国","19,战争","18,信仰","13,宗教","13,2015","12,美国电影","12,剧情",25961221
4,7.5,7704.0,永遠の0,2013,山崎贵 Takashi Yamazaki,",冈田准一 Junichi Okada,三浦春马 Haruma Miura,井上真央 Mao Inoue,滨田岳 Gaku Hamada",",战争",",日本","2190,日本","1440,战争","1067,二战","822,人性","620,历史","594,2013","551,反战",10756870
5,7.8,2140.0,我的兄弟姐妹,2004,俞钟 Zhong Yu,",李幼斌 Youbin Li,刘晓庆 Xiaoqing Liu,杨恭如 Kristy Yang,何冰 Bing He",",剧情",",中国大陆","278,亲情","163,电视剧","148,国产电视剧","144,我的兄弟姐妹","115,感人","104,中国","94,大陆",3154695
6,9.3,1855.0,VS嵐,2008,萬匠祐基,",嵐,大野智 Satoshi Ohno,樱井翔 Shô Sakurai,相叶雅纪 Masaki Aiba",None,",日本","292,嵐","271,综艺","231,日本","208,ARASHI","178,日本综艺","132,番組","132,二宫和也",25961222
7,5.9,136.0,戦争と一人の女,2012,井上淳一,",江口德子 Noriko Eguchi,永濑正敏 Masatoshi Nagase,村上淳 Jun Murakami,高尾祥子 Sakiko Takao",",剧情",",日本","58,日本","50,日本电影","35,情色","23,井上淳一","19,2012","16,荒井晴彦","14,剧情",10756875
8,8.9,259.0,The Tonight Show with Conan O'Brien,2009,None,None,",喜剧,Talk-Show",",美国","72,脱口秀","49,美国","45,ConanO'Brien","42,TalkShow","32,NBC","13,Talk.Show","12,talk_show",3154700
9,5.5,204.0,Saturday Night Live Vince Vaughn/Miguel,2013,None,None,None,",美国","106,SNL","34,美国","29,NBC","23,SNL38","23,2013","19,喜剧","11,美剧",22422297
10,7.9,748.0,玉碎,2005,张晓光,",曹磊 Lei Cao,王刚 Gang Wang,丁海峰 Haifeng Ding,吴秀波 Xiubo Wu",",剧情",",中国大陆","124,国产电视剧","112,电视剧","83,王刚","79,玉碎","54,大陆","51,吴秀波","46,沈傲君",3023642
11,7.7,2389.0,날아라 슈퍼보드,1990,None,None,",动画",",韩国","451,动画","325,韩国","265,童年","255,童年回忆","198,韩国动画","136,动画片","102,西游记",3023646
12,4.8,245.0,SEXマシン　卑猥な季節,2005,田尻裕司 Yûji Tajiri,None,",喜剧",",日本","297,性欲机器","231,情色","179,日本","95,日本电影","65,2005","49,情爱","48,田尻裕司",3285802
13,5.0,56.0,Two Minutes Later,2007,Robert Gaston,None,",冒险,喜剧,惊悚",",美国","17,美国","12,同志","10,美国电影","9,情色","8,同性","6,我想看（细佬唔见咗）这部影片......","5,les",2368299
14,8.3,1262.0,是梦,2007,蔡明亮,None,",短片",",台湾","775,蔡明亮","480,短片","455,台湾","166,台湾电影","144,文艺","109,2007","73,是梦",3023669
15,3.0,77.0,戴套吧豹头君,2015,福利哥,None,",喜剧,犯罪,短片",",中国大陆","29,中国","18,剧情","17,2015","16,喜剧","15,烂片","12,大陆","11,短片",26600452
16,,0.0,Warwick,2016,Douglas Reese,None,",剧情,同性",",美国","4,美国","4,同志","3,同性","3,2016","2,不想看","1,纽约","1,文艺",26878778
17,,0.0,Asylum of Satan,1975,William Girdler,None,",恐怖",",美国","1,美國","1,美国","1,恐怖","1,WilliamGirdler","1,WeirdCult","1,IMDB评分去死！","1,70",2237250
18,7.6,2433.0,ジャージの二人,2008,中村义洋 Yoshihiro Nakamura,None,",喜剧",",日本","991,堺雅人","669,日本","527,日本电影","262,中村义洋","172,2008","146,电影","134,日影",3154754
19,,0.0,memo メモ,2008,佐藤二朗,",韓英恵,佐藤二朗,宅間孝行,岡田義徳",",剧情",",日本","8,日本电影","6,日本","4,韩英惠","3,池内博之","2,电影","2,佐藤二朗","2,2008",3154755
